areaName,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
United Kingdom,2020-04-14,859,17255
United Kingdom,2020-04-13,896,16396
United Kingdom,2020-04-12,957,15500
United Kingdom,2020-04-11,956,14543
United Kingdom,2020-04-10,944,13587
United Kingdom,2020-04-09,1002,12643
United Kingdom,2020-04-08,1077,11641
United Kingdom,2020-04-07,998,10564
United Kingdom,2020-04-06,895,9566
United Kingdom,2020-04-05,917,8671
United Kingdom,2020-04-04,906,7754
United Kingdom,2020-04-03,840,6848
United Kingdom,2020-04-02,805,6008
United Kingdom,2020-04-01,769,5203
United Kingdom,2020-03-31,662,4434
United Kingdom,2020-03-30,590,3772
United Kingdom,2020-03-29,507,3182
United Kingdom,2020-03-28,436,2675
United Kingdom,2020-03-27,398,2239
United Kingdom,2020-03-26,363,1841
United Kingdom,2020-03-25,303,1478
United Kingdom,2020-03-24,237,1175
United Kingdom,2020-03-23,186,938
United Kingdom,2020-03-22,164,752
United Kingdom,2020-03-21,130,588
United Kingdom,2020-03-20,109,458
United Kingdom,2020-03-19,73,349
United Kingdom,2020-03-18,68,276
United Kingdom,2020-03-17,53,208
United Kingdom,2020-03-16,47,155
United Kingdom,2020-03-15,32,108
United Kingdom,2020-03-14,22,76
United Kingdom,2020-03-13,16,54
United Kingdom,2020-03-12,13,38
United Kingdom,2020-03-11,8,25
United Kingdom,2020-03-10,3,17
United Kingdom,2020-03-09,5,14
United Kingdom,2020-03-08,3,9
United Kingdom,2020-03-07,0,0
United Kingdom,2020-03-06,0,0
United Kingdom,2020-03-05,3,6
United Kingdom,2020-03-04,0,0
United Kingdom,2020-03-03,2,3
United Kingdom,2020-03-02,1,1
